Department,CourseNumber,CourseDivision,CourseName,Instructor,CourseDescription,ActiveFlag,Semester,Year,Term,Level,Prerequisites,Lab_Fee_Text,Lab_Fee,Class_Size_Text,Degree_Requirements,Lab_Fee_USD,Class_Size
ES,1056,ES QR,Physics and Mathematics of Sustainable Energy,"Feldman, David","In this course students will learn content and skills so that they can participate effectively in sustainable energy projects, make personal and community decisions that reduce carbon emissions, and work in ventures in sustainable energy.  Additionally, this course will be useful for those interested in energy and climate policy, either internationally or domestically.  We will begin with a quick overview of current CO2 emissions levels and look at how this is related to energy use.  We will then turn our attention to basic ideas from physics, including the definition of energy and the difference between energy and power.  The bulk of the course will consist of a survey of different forms of energy consumption and generation.  Throughout, we will quantitatively analyze technology from both a local and global point of view.  For example, we will calculate how much electricity one can generate on a rooftop, and we will also examine the role that solar PV could play toward the goal of eliminating fossil fuel use worldwide.  In a unit on financial mathematics, students will learn about the time value of money and several ways of quantifying investments, including ROI (return on investment) and IRR (internal rate of return).  Students will apply these financial tools in several short case studies.  If time permits, we may also cover negative emissions technologies and the electrical grid, including grid stability issues and the potential of smart-grid technology. This will be a demanding, introductory, class. Evaluation will be based on weekly problem sets. 

Level: Introductory.  Prerequisites: None.  Class Limit: 30.  Lab fee $15.00  Meets the following degree requirements: QR ES",TRUE,B21B,2021,B,Level: Introductory,Prerequisites: None,"In this course students will learn content and skills so that they can participate effectively in sustainable energy projects, make personal and community decisions that reduce carbon emissions, and work in ventures in sustainable energy",TRUE,NA,QR ES,NA,NA
ES,1056,ES QR,Physics and Mathematics of Sustainable Energy,"Feldman, David","In this course students will learn content and skills so that they can participate effectively in sustainable energy projects, make personal and community decisions that reduce carbon emissions, and work in ventures in sustainable energy.  Additionally, this course will be useful for those interested in energy and climate policy, either internationally or domestically.  We will begin with a quick overview of current CO2 emissions levels and look at how this is related to energy use.  We will then turn our attention to basic ideas from physics, including the definition of energy and the difference between energy and power.  The bulk of the course will consist of a survey of different forms of energy consumption and generation.  Throughout, we will quantitatively analyze technology from both a local and global point of view.  For example, we will calculate how much electricity one can generate on a rooftop, and we will also examine the role that solar PV could play toward the goal of eliminating fossil fuel use worldwide.  In a unit on financial mathematics, students will learn about the time value of money and several ways of quantifying investments, including ROI (return on investment) and IRR (internal rate of return).  Students will apply these financial tools in several short case studies.  If time permits, we may also cover negative emissions technologies and the electrical grid, including grid stability issues and the potential of smart-grid technology. This will be a demanding, introductory, class. Evaluation will be based on weekly problem sets. 

Level: Introductory.  Prerequisites: None.  Class Limit: 30.  Lab fee $15.00  Meets the following degree requirements: QR ES",TRUE,B18Q,2018,Q,Level: Introductory,Prerequisites: None,"In this course students will learn content and skills so that they can participate effectively in sustainable energy projects, make personal and community decisions that reduce carbon emissions, and work in ventures in sustainable energy",TRUE,NA,QR ES,NA,NA
ES,1056,ES QR,Physics and Mathematics of Sustainable Energy,"Feldman, David","In this course students will learn content and skills so that they can participate effectively in sustainable energy projects, make personal and community decisions that reduce carbon emissions, and work in ventures in sustainable energy.  Additionally, this course will be useful for those interested in energy and climate policy, either internationally or domestically.  We will begin with a quick overview of current CO2 emissions levels and look at how this is related to energy use.  We will then turn our attention to basic ideas from physics, including the definition of energy and the difference between energy and power.  The bulk of the course will consist of a survey of different forms of energy consumption and generation.  Throughout, we will quantitatively analyze technology from both a local and global point of view.  For example, we will calculate how much electricity one can generate on a rooftop, and we will also examine the role that solar PV could play toward the goal of eliminating fossil fuel use worldwide.  In a unit on financial mathematics, students will learn about the time value of money and several ways of quantifying investments, including ROI (return on investment) and IRR (internal rate of return).  Students will apply these financial tools in several short case studies.  If time permits, we may also cover negative emissions technologies and the electrical grid, including grid stability issues and the potential of smart-grid technology. This will be a demanding, introductory, class. Evaluation will be based on weekly problem sets. 

Level: Introductory.  Prerequisites: None.  Class Limit: 30.  Lab fee $15.00  Meets the following degree requirements: QR ES",TRUE,B19Q,2019,Q,Level: Introductory,Prerequisites: None,"In this course students will learn content and skills so that they can participate effectively in sustainable energy projects, make personal and community decisions that reduce carbon emissions, and work in ventures in sustainable energy",TRUE,NA,QR ES,NA,NA
ES,1056,ES QR,Physics and Mathematics of Sustainable Energy,"Feldman, David","In this course students will learn content and skills so that they can participate effectively in sustainable energy projects, make personal and community decisions that reduce carbon emissions, and work in ventures in sustainable energy.  Additionally, this course will be useful for those interested in energy and climate policy, either internationally or domestically.  We will begin with a quick overview of current CO2 emissions levels and look at how this is related to energy use.  We will then turn our attention to basic ideas from physics, including the definition of energy and the difference between energy and power.  The bulk of the course will consist of a survey of different forms of energy consumption and generation.  Throughout, we will quantitatively analyze technology from both a local and global point of view.  For example, we will calculate how much electricity one can generate on a rooftop, and we will also examine the role that solar PV could play toward the goal of eliminating fossil fuel use worldwide.  In a unit on financial mathematics, students will learn about the time value of money and several ways of quantifying investments, including ROI (return on investment) and IRR (internal rate of return).  Students will apply these financial tools in several short case studies.  If time permits, we may also cover negative emissions technologies and the electrical grid, including grid stability issues and the potential of smart-grid technology. This will be a demanding, introductory, class. Evaluation will be based on weekly problem sets. 

Level: Introductory.  Prerequisites: None.  Class Limit: 30.  Lab fee $15.00  Meets the following degree requirements: QR ES",TRUE,B22Q,2022,Q,Level: Introductory,Prerequisites: None,"In this course students will learn content and skills so that they can participate effectively in sustainable energy projects, make personal and community decisions that reduce carbon emissions, and work in ventures in sustainable energy",TRUE,NA,QR ES,NA,NA
MD,2012,NA,Failure,"Baker, Jodi","Failure looms large in society. Is it a badge of honor, an inextricable part of a process, a means to success or rather something to be feared and ashamed of? In this course, students will explore how notions of failure align and contrast between gender, class and culture. We will also explore if conceptions of failure differ substantially among the artistic, business and other communities. In divergence with historical attitudes, today's entrepreneurs are implored to ""fail cheap and fail fast"" and events, like FailCon, celebrate failure as a badge of honor. In art failure is simply inherent to process. And yet, the fear and sting of failure is real for everyone. Through a series of practicums, readings, guest lectures and discussions this class will explore various aspects of failure. Students will be evaluated on class participation, a series of solo and group projects, selections from a failure journal and contributions to a shared class blog.

Level: Introductory/Intermediate.  Prerequisites: None.  Class limit: 15.  Lab fee: $50.",TRUE,B22B,2022,B,Level: Introductory,Prerequisites: None,Failure looms large in society,TRUE,: 15,NA,NA,15
AD,3027,ADS,Intermediate Painting,"Foley, Sean","Intermediate Painting simultaneously emphasizes the technical and conceptual fundamentals of painting in relationship to the cultivation of a student’s developing personal aesthetics. Projects will examine the evolution of modernist painting and its emphasis away from representational, perspectival space towards abstract, optical flatness. More generally, we will be examining the relationships between form and content and ways that students can develop a sustainable, serious and personalized studio ""practice"". The aim is to cultivate informed, thoughtful perceptions and expression of a subject through the medium, techniques, culture, and history of painting. The technical emphasis is on developing painting skills appropriate to the student’s subject and a rigorous experimentation with media and techniques. Auxiliary craftsmanship such as creating mediums and grounds, building stretchers and panels, as well as stretching and priming canvas will be a significant part of this course. Students will receive basic woodshop training and will be required to make their own supports this term. Students will be evaluated on the quality of their construction, stretching, and priming in addition to their participation, verbal articulation, and studio work. This course will also feature demonstrations, a field trip, art historical slide presentations and readings of relevant artists and writers that provide a historical and/or philosophical context for our work this term. Scholarly research and constructive questioning will be stressed, along with developing a work ethic appropriate for pursuing painting in serious manner. All students will be able to coherently articulate their ideas concerning their process, technique, work, vision, and an art historical context for their work.

Level: Intermediate.  Prerequisites: Permission of the instructor. Priority will be given to students who have completed AD1033 Beginning Painting.  Class limit: 10.  Lab fee: $200.",TRUE,B19B,2019,B,Level: Intermediate,Prerequisites: Permission of the instructor,Intermediate Painting simultaneously emphasizes the technical and conceptual fundamentals of painting in relationship to the cultivation of a student’s developing personal aesthetics,TRUE,: 10,NA,NA,10
AD,5026,AD,Negotiating Wonder,"Foley, Sean","Writer and ecologist Edith Cobb suggested, ""The ability to look upon the world with wonder is a technique and essential instrument in the work of the poet, the artist, or the creative thinker."" This advanced course will explore wonder as the poetic source of curiosity and knowledge. We will consider wonder as a visual phenomenon and engage it through transdisciplinary readings within the fields of the arts, science, natural history, education and philosophy in order to develop a structural means to frame and personalize the slippery and subjective experience of wonder as an antecedent to knowledge. Our discussions will be purposefully broad in order to develop techniques, provocations and general criteria to explore a wide variety of concepts useful towards engaging the inexplicable. We will discuss wonder in relation to its associated conditions of the marvelous, the fantastic, the uncanny, the horrible, the terrible, and the abject. These highly subjective and elusive concepts will be examined as ""conditions"" of wonder. We will not seek to concretely ""explain"" these rich concepts but use them actively, as immersive and interrogative tools that students can exert to articulate or provoke a sense wonder in service of developing better questions. The reading load for this course is heavy. A high level of class participation, a consistent demonstration of the close reading of assigned texts, and a commitment to thoughtful listening during group discussions are the course standards for excellence. Additional criteria include response papers and a sustained final independent project to be presented to the group. There will also be a required field trip to the Massachusetts Museum of Contemporary Art in North Adams, MA to tour the art exhibition ""Explode Everyday: An Inquiry into the Phenomenon of Wonder"".

Level: Advanced.  Prerequisites: Permission of the instructor and a minimum of one history, anthropology, or literature course. Priority will be given to students who completed AD5023 Romanticism.  Class limit: 10.  Lab fee: $100.",TRUE,B19B,2019,B,Level: Advanced,"Prerequisites: Permission of the instructor and a minimum of one history, anthropology, or literature course","Writer and ecologist Edith Cobb suggested, ""The ability to look upon the world with wonder is a technique and essential instrument in the work of the poet, the artist, or the creative thinker",TRUE,: 10,NA,NA,10
HS,2071,HS,Little Magazines: Seminar in Contemp. Literary Publishing,"Mahoney, Daniel","This course is an introduction to literary magazines and the work of editing. We will examine the history of “little” magazines from the mid nineteenth century to the present day. We will investigate the impact of literary magazines on literary culture in America and the world. This class will also be dedicated to surveying the current literary landscape, both print and digital, with special emphasis on BATEAU, the new literary magazine being published at College of the Atlantic. Through the production of BATEAU, the course will offer practical experience in literary publishing: students will gain experience in editing, layout and production, as well as publicizing and promoting the finished product. Students will be expected to respond to course readings on literary magazines and culture as well as keep detailed response notes to submissions to the magazine. Student editors will recommend pieces for publication, rejection and/or further consideration. In addition to editorial duties, students will be expected to complete a midterm and a final project. 

Level: Introductory/Intermediate.  Prerequisites: Writing Seminar, a creative writing or literature class.  Class limit: 12.  Lab fee: none.",TRUE,B19Q,2019,Q,Level: Introductory,"Prerequisites: Writing Seminar, a creative writing or literature class",This course is an introduction to literary magazines and the work of editing,TRUE,: 12,NA,NA,12
HS,2071,HS,Little Magazines: Seminar in Contemp. Literary Publishing,"Mahoney, Daniel","This course is an introduction to literary magazines and the work of editing. We will examine the history of “little” magazines from the mid nineteenth century to the present day. We will investigate the impact of literary magazines on literary culture in America and the world. This class will also be dedicated to surveying the current literary landscape, both print and digital, with special emphasis on BATEAU, the new literary magazine being published at College of the Atlantic. Through the production of BATEAU, the course will offer practical experience in literary publishing: students will gain experience in editing, layout and production, as well as publicizing and promoting the finished product. Students will be expected to respond to course readings on literary magazines and culture as well as keep detailed response notes to submissions to the magazine. Student editors will recommend pieces for publication, rejection and/or further consideration. In addition to editorial duties, students will be expected to complete a midterm and a final project. 

Level: Introductory/Intermediate.  Prerequisites: Writing Seminar, a creative writing or literature class.  Class limit: 12.  Lab fee: none.",TRUE,B21Q,2021,Q,Level: Introductory,"Prerequisites: Writing Seminar, a creative writing or literature class",This course is an introduction to literary magazines and the work of editing,TRUE,: 12,NA,NA,12
HS,3068,HS,"Linguistics, Language & Culture: Human Ecological Approach","Cox, Gray","This course explores the basic questions concerning the origins, nature, history, functions and philosophical significances of human languages. Comparisons to other species and to machine languages will also be examined. Readings will include classics texts by Chomsky and others as well selected materials from diverse disciplines such as linguistic anthropology, psychology, ethology, aesthetics, history of languages, and philosophy. Class sessions will include a mix of discussion, lecture, and visiting speakers. Each student will undertake a term-long project examining some topic of interest and examine it from the point of view of the different disciplines and theories covered in the course. Project topics might include, for example: the development of identity, the articulation of gender, forms of representation, the expression of emotion, concepts of rationality, relations between meaning and truth, and communication in an age of artificial intelligences. The goals of the course are: 1) to familiarize students with the range of phenomena associated with language and the principal questions they raise and the theories used to interpret them and 2) to develop skills in researching interdisciplinary questions. Assignments will include two problem sets, a series of weekly homework exercises, and the term project which must be presented both orally and in a major paper due at the end of the term. Evaluation will be based on the extent to which in-class participation and work on the assignments demonstrates substantive progress on the two goals of the course. There are no specific prerequisites, but students will be expected to be able to contribute insights, information and questions from previous work in relevant disciplines and/or studies of languages, undertake challenging readings, and pursue a major independent project. 

Level: Intermediate.  Prerequisites: None.  Class limit: 20.  Lab fee: $20.  Meets the following degree requirements: HS",TRUE,B18Q,2018,Q,Level: Intermediate,Prerequisites: None,"This course explores the basic questions concerning the origins, nature, history, functions and philosophical significances of human languages",TRUE,: 20,HS,NA,20
HS,3068,HS,"Linguistics, Language & Culture: Human Ecological Approach","Cox, Gray","This course explores the basic questions concerning the origins, nature, history, functions and philosophical significances of human languages. Comparisons to other species and to machine languages will also be examined. Readings will include classics texts by Chomsky and others as well selected materials from diverse disciplines such as linguistic anthropology, psychology, ethology, aesthetics, history of languages, and philosophy. Class sessions will include a mix of discussion, lecture, and visiting speakers. Each student will undertake a term-long project examining some topic of interest and examine it from the point of view of the different disciplines and theories covered in the course. Project topics might include, for example: the development of identity, the articulation of gender, forms of representation, the expression of emotion, concepts of rationality, relations between meaning and truth, and communication in an age of artificial intelligences. The goals of the course are: 1) to familiarize students with the range of phenomena associated with language and the principal questions they raise and the theories used to interpret them and 2) to develop skills in researching interdisciplinary questions. Assignments will include two problem sets, a series of weekly homework exercises, and the term project which must be presented both orally and in a major paper due at the end of the term. Evaluation will be based on the extent to which in-class participation and work on the assignments demonstrates substantive progress on the two goals of the course. There are no specific prerequisites, but students will be expected to be able to contribute insights, information and questions from previous work in relevant disciplines and/or studies of languages, undertake challenging readings, and pursue a major independent project. 

Level: Intermediate.  Prerequisites: None.  Class limit: 20.  Lab fee: $20.  Meets the following degree requirements: HS",TRUE,B22Q,2022,Q,Level: Intermediate,Prerequisites: None,"This course explores the basic questions concerning the origins, nature, history, functions and philosophical significances of human languages",TRUE,: 20,HS,NA,20
HS,2072,HS,"Sex, Gender, Identity and Power","Lakey, Heather","This course offers an overview of feminist and queer thinking. The purpose of this course is two-fold. First, it will provide a snapshot of the ideas, traditions, and debates that shape feminist and queer philosophy. Second, this course will teach students to critically interrogate the meaning of sex, gender, sexuality, power, and oppression. Along the way, we will consider a host of arguments regarding the sources of sexism, racism, and heteronormativity, the grounds of sexual dimorphism, and the relationship between subjectivity and oppression. Although this course will stress the many ways feminist theory and queer theory overlap, we will also consider the emergence and development of queer philosophy as a distinct and unique discipline. Some of the principal questions for this course include: Which categories are used to study the human being and when are these categories potentially oppressive or violent? When is language a mechanism for social and political oppression and when does language facilitate liberation? How do multicultural, intersectional, transgender, and queer approaches inform feminist politics? How do queer philosophers challenge the theoretical orthodoxies of identity, gender, and sexuality? Students will be evaluated on weekly writing assignments, a presentation, a midterm exam, and a final paper. This will be a discussion-driven course and students should be prepared to engage and discuss philosophical literature. 

Level: Introductory/Intermediate.  Prerequisites: None.  Class limit: 15.  Lab fee: $25.",TRUE,B22Q,2022,Q,Level: Introductory,Prerequisites: None,This course offers an overview of feminist and queer thinking,TRUE,: 15,NA,NA,15
HS,2072,HS,"Sex, Gender, Identity and Power","Lakey, Heather","This course offers an overview of feminist and queer thinking. The purpose of this course is two-fold. First, it will provide a snapshot of the ideas, traditions, and debates that shape feminist and queer philosophy. Second, this course will teach students to critically interrogate the meaning of sex, gender, sexuality, power, and oppression. Along the way, we will consider a host of arguments regarding the sources of sexism, racism, and heteronormativity, the grounds of sexual dimorphism, and the relationship between subjectivity and oppression. Although this course will stress the many ways feminist theory and queer theory overlap, we will also consider the emergence and development of queer philosophy as a distinct and unique discipline. Some of the principal questions for this course include: Which categories are used to study the human being and when are these categories potentially oppressive or violent? When is language a mechanism for social and political oppression and when does language facilitate liberation? How do multicultural, intersectional, transgender, and queer approaches inform feminist politics? How do queer philosophers challenge the theoretical orthodoxies of identity, gender, and sexuality? Students will be evaluated on weekly writing assignments, a presentation, a midterm exam, and a final paper. This will be a discussion-driven course and students should be prepared to engage and discuss philosophical literature. 

Level: Introductory/Intermediate.  Prerequisites: None.  Class limit: 15.  Lab fee: $25.",TRUE,B18Q,2018,Q,Level: Introductory,Prerequisites: None,This course offers an overview of feminist and queer thinking,TRUE,: 15,NA,NA,15
HS,2072,HS,"Sex, Gender, Identity and Power","Lakey, Heather","This course offers an overview of feminist and queer thinking. The purpose of this course is two-fold. First, it will provide a snapshot of the ideas, traditions, and debates that shape feminist and queer philosophy. Second, this course will teach students to critically interrogate the meaning of sex, gender, sexuality, power, and oppression. Along the way, we will consider a host of arguments regarding the sources of sexism, racism, and heteronormativity, the grounds of sexual dimorphism, and the relationship between subjectivity and oppression. Although this course will stress the many ways feminist theory and queer theory overlap, we will also consider the emergence and development of queer philosophy as a distinct and unique discipline. Some of the principal questions for this course include: Which categories are used to study the human being and when are these categories potentially oppressive or violent? When is language a mechanism for social and political oppression and when does language facilitate liberation? How do multicultural, intersectional, transgender, and queer approaches inform feminist politics? How do queer philosophers challenge the theoretical orthodoxies of identity, gender, and sexuality? Students will be evaluated on weekly writing assignments, a presentation, a midterm exam, and a final paper. This will be a discussion-driven course and students should be prepared to engage and discuss philosophical literature. 

Level: Introductory/Intermediate.  Prerequisites: None.  Class limit: 15.  Lab fee: $25.",TRUE,B18Q,2018,Q,Level: Introductory,Prerequisites: None,This course offers an overview of feminist and queer thinking,TRUE,: 15,NA,NA,15
HS,2072,HS,"Sex, Gender, Identity and Power","Lakey, Heather","This course offers an overview of feminist and queer thinking. The purpose of this course is two-fold. First, it will provide a snapshot of the ideas, traditions, and debates that shape feminist and queer philosophy. Second, this course will teach students to critically interrogate the meaning of sex, gender, sexuality, power, and oppression. Along the way, we will consider a host of arguments regarding the sources of sexism, racism, and heteronormativity, the grounds of sexual dimorphism, and the relationship between subjectivity and oppression. Although this course will stress the many ways feminist theory and queer theory overlap, we will also consider the emergence and development of queer philosophy as a distinct and unique discipline. Some of the principal questions for this course include: Which categories are used to study the human being and when are these categories potentially oppressive or violent? When is language a mechanism for social and political oppression and when does language facilitate liberation? How do multicultural, intersectional, transgender, and queer approaches inform feminist politics? How do queer philosophers challenge the theoretical orthodoxies of identity, gender, and sexuality? Students will be evaluated on weekly writing assignments, a presentation, a midterm exam, and a final paper. This will be a discussion-driven course and students should be prepared to engage and discuss philosophical literature. 

Level: Introductory/Intermediate.  Prerequisites: None.  Class limit: 15.  Lab fee: $25.",TRUE,B20Q,2020,Q,Level: Introductory,Prerequisites: None,This course offers an overview of feminist and queer thinking,TRUE,: 15,NA,NA,15
HS,1053,NA,Intimate Partner Violence: Dynamics and Community Response,"Gagnon da Silva, Pamela","From a historical perspective domestic violence has been noted as primarily a ""women’s issue"". We now recognize the misuse of power and control in relationships as a complex and prevalent social issue that profoundly impacts our society as a whole. To address the complexity of domestic violence we must strive toward changing the belief systems that allow this problem to exist. Together we will explore these belief systems by examining the aspects of culture that shape and support domestic violence on individual, community, institutional, and global levels. We will review the history of the domestic violence movement, including its roots in the women’s movement and how that movement grew into a network of victim-centered services and community-based advocacy responses. As a student you will learn how best to respond to victims of intimate partner violence, and how to apply the core principles of individual, community, institutional, and social change advocacy. You will be challenged to consider and reflect upon your own beliefs and cultural lenses throughout the course. The class format includes lectures, role-plays, media presentations, interviews with guest speakers, group work, and discussions. Opportunities will be provided for students to reflect upon experiences, to practice skills, and apply new learning through community and cultural change projects. Students will be evaluated on their critical thinking, analysis, and synthesis of the course goals and objectives as demonstrated by participation in class activities (responsiveness to required and suggested readings and materials, guest and peer generated discussion), personal culture analysis (personal reflection, self-evaluation).  

Level: Introductory.  Prerequisites: None.  Class limit: 15.  Lab fee: $10.",TRUE,B20Q,2020,Q,Level: Introductory,Prerequisites: None,"From a historical perspective domestic violence has been noted as primarily a ""women’s issue""",TRUE,: 15,NA,NA,15
HS,1053,NA,Intimate Partner Violence: Dynamics and Community Response,"Gagnon da Silva, Pamela","From a historical perspective domestic violence has been noted as primarily a ""women’s issue"". We now recognize the misuse of power and control in relationships as a complex and prevalent social issue that profoundly impacts our society as a whole. To address the complexity of domestic violence we must strive toward changing the belief systems that allow this problem to exist. Together we will explore these belief systems by examining the aspects of culture that shape and support domestic violence on individual, community, institutional, and global levels. We will review the history of the domestic violence movement, including its roots in the women’s movement and how that movement grew into a network of victim-centered services and community-based advocacy responses. As a student you will learn how best to respond to victims of intimate partner violence, and how to apply the core principles of individual, community, institutional, and social change advocacy. You will be challenged to consider and reflect upon your own beliefs and cultural lenses throughout the course. The class format includes lectures, role-plays, media presentations, interviews with guest speakers, group work, and discussions. Opportunities will be provided for students to reflect upon experiences, to practice skills, and apply new learning through community and cultural change projects. Students will be evaluated on their critical thinking, analysis, and synthesis of the course goals and objectives as demonstrated by participation in class activities (responsiveness to required and suggested readings and materials, guest and peer generated discussion), personal culture analysis (personal reflection, self-evaluation).  

Level: Introductory.  Prerequisites: None.  Class limit: 15.  Lab fee: $10.",TRUE,B21Q,2021,Q,Level: Introductory,Prerequisites: None,"From a historical perspective domestic violence has been noted as primarily a ""women’s issue""",TRUE,: 15,NA,NA,15
HS,1053,NA,Intimate Partner Violence: Dynamics and Community Response,"Gagnon da Silva, Pamela","From a historical perspective domestic violence has been noted as primarily a ""women’s issue"". We now recognize the misuse of power and control in relationships as a complex and prevalent social issue that profoundly impacts our society as a whole. To address the complexity of domestic violence we must strive toward changing the belief systems that allow this problem to exist. Together we will explore these belief systems by examining the aspects of culture that shape and support domestic violence on individual, community, institutional, and global levels. We will review the history of the domestic violence movement, including its roots in the women’s movement and how that movement grew into a network of victim-centered services and community-based advocacy responses. As a student you will learn how best to respond to victims of intimate partner violence, and how to apply the core principles of individual, community, institutional, and social change advocacy. You will be challenged to consider and reflect upon your own beliefs and cultural lenses throughout the course. The class format includes lectures, role-plays, media presentations, interviews with guest speakers, group work, and discussions. Opportunities will be provided for students to reflect upon experiences, to practice skills, and apply new learning through community and cultural change projects. Students will be evaluated on their critical thinking, analysis, and synthesis of the course goals and objectives as demonstrated by participation in class activities (responsiveness to required and suggested readings and materials, guest and peer generated discussion), personal culture analysis (personal reflection, self-evaluation).  

Level: Introductory.  Prerequisites: None.  Class limit: 15.  Lab fee: $10.",TRUE,B18B,2018,B,Level: Introductory,Prerequisites: None,"From a historical perspective domestic violence has been noted as primarily a ""women’s issue""",TRUE,: 15,NA,NA,15
HS,1053,NA,Intimate Partner Violence: Dynamics and Community Response,"Gagnon da Silva, Pamela","From a historical perspective domestic violence has been noted as primarily a ""women’s issue"". We now recognize the misuse of power and control in relationships as a complex and prevalent social issue that profoundly impacts our society as a whole. To address the complexity of domestic violence we must strive toward changing the belief systems that allow this problem to exist. Together we will explore these belief systems by examining the aspects of culture that shape and support domestic violence on individual, community, institutional, and global levels. We will review the history of the domestic violence movement, including its roots in the women’s movement and how that movement grew into a network of victim-centered services and community-based advocacy responses. As a student you will learn how best to respond to victims of intimate partner violence, and how to apply the core principles of individual, community, institutional, and social change advocacy. You will be challenged to consider and reflect upon your own beliefs and cultural lenses throughout the course. The class format includes lectures, role-plays, media presentations, interviews with guest speakers, group work, and discussions. Opportunities will be provided for students to reflect upon experiences, to practice skills, and apply new learning through community and cultural change projects. Students will be evaluated on their critical thinking, analysis, and synthesis of the course goals and objectives as demonstrated by participation in class activities (responsiveness to required and suggested readings and materials, guest and peer generated discussion), personal culture analysis (personal reflection, self-evaluation).  

Level: Introductory.  Prerequisites: None.  Class limit: 15.  Lab fee: $10.",TRUE,B19Q,2019,Q,Level: Introductory,Prerequisites: None,"From a historical perspective domestic violence has been noted as primarily a ""women’s issue""",TRUE,: 15,NA,NA,15
HS,1053,NA,Intimate Partner Violence: Dynamics and Community Response,"Gagnon da Silva, Pamela","From a historical perspective domestic violence has been noted as primarily a ""women’s issue"". We now recognize the misuse of power and control in relationships as a complex and prevalent social issue that profoundly impacts our society as a whole. To address the complexity of domestic violence we must strive toward changing the belief systems that allow this problem to exist. Together we will explore these belief systems by examining the aspects of culture that shape and support domestic violence on individual, community, institutional, and global levels. We will review the history of the domestic violence movement, including its roots in the women’s movement and how that movement grew into a network of victim-centered services and community-based advocacy responses. As a student you will learn how best to respond to victims of intimate partner violence, and how to apply the core principles of individual, community, institutional, and social change advocacy. You will be challenged to consider and reflect upon your own beliefs and cultural lenses throughout the course. The class format includes lectures, role-plays, media presentations, interviews with guest speakers, group work, and discussions. Opportunities will be provided for students to reflect upon experiences, to practice skills, and apply new learning through community and cultural change projects. Students will be evaluated on their critical thinking, analysis, and synthesis of the course goals and objectives as demonstrated by participation in class activities (responsiveness to required and suggested readings and materials, guest and peer generated discussion), personal culture analysis (personal reflection, self-evaluation).  

Level: Introductory.  Prerequisites: None.  Class limit: 15.  Lab fee: $10.",TRUE,B22Q,2022,Q,Level: Introductory,Prerequisites: None,"From a historical perspective domestic violence has been noted as primarily a ""women’s issue""",TRUE,: 15,NA,NA,15
HS,1054,HS,Climate Justice,"Stabinsky, Doreen","Climate change is one of the biggest and most difficult challenges faced by contemporary societies. The challenge has multiple facets: environmental, social, political, economic – each with its own complexities. This course focuses primarily on the social, political and economic components of the climate problem, framed by the concept of climate justice. In the course students are introduced to basic conceptions of justice, the latest findings of climate science and possible impacts on regional scales, and the global politics of climate change, principally in the context of the UN Framework Convention on Climate Change. Climate justice and its operationalization is the principal organizing theme for work over the term, addressing questions such as: how the costs of climate change impacts and efforts to address climate change could or should be distributed between rich and poor, global north and global south; and what are the possible means whereby those costs might be addressed through collective action at various levels: local, national, and global. Students will be evaluated based on regular quizzes, several short papers, class participation, and a final synthetic paper or project. 

Level: Introductory. Prerequisites: None.  Class limit: 25. Lab fee: $10. Meets the following requirements: HS",TRUE,B23B,2023,B,Level: Introductory,Prerequisites: None,Climate change is one of the biggest and most difficult challenges faced by contemporary societies,TRUE,: 25,NA,NA,25
HS,1054,HS,Climate Justice,"Stabinsky, Doreen","Climate change is one of the biggest and most difficult challenges faced by contemporary societies. The challenge has multiple facets: environmental, social, political, economic – each with its own complexities. This course focuses primarily on the social, political and economic components of the climate problem, framed by the concept of climate justice. In the course students are introduced to basic conceptions of justice, the latest findings of climate science and possible impacts on regional scales, and the global politics of climate change, principally in the context of the UN Framework Convention on Climate Change. Climate justice and its operationalization is the principal organizing theme for work over the term, addressing questions such as: how the costs of climate change impacts and efforts to address climate change could or should be distributed between rich and poor, global north and global south; and what are the possible means whereby those costs might be addressed through collective action at various levels: local, national, and global. Students will be evaluated based on regular quizzes, several short papers, class participation, and a final synthetic paper or project. 

Level: Introductory. Prerequisites: None.  Class limit: 25. Lab fee: $10. Meets the following requirements: HS",TRUE,B19Q,2019,Q,Level: Introductory,Prerequisites: None,Climate change is one of the biggest and most difficult challenges faced by contemporary societies,TRUE,: 25,NA,NA,25
HS,1054,HS,Climate Justice,"Stabinsky, Doreen","Climate change is one of the biggest and most difficult challenges faced by contemporary societies. The challenge has multiple facets: environmental, social, political, economic – each with its own complexities. This course focuses primarily on the social, political and economic components of the climate problem, framed by the concept of climate justice. In the course students are introduced to basic conceptions of justice, the latest findings of climate science and possible impacts on regional scales, and the global politics of climate change, principally in the context of the UN Framework Convention on Climate Change. Climate justice and its operationalization is the principal organizing theme for work over the term, addressing questions such as: how the costs of climate change impacts and efforts to address climate change could or should be distributed between rich and poor, global north and global south; and what are the possible means whereby those costs might be addressed through collective action at various levels: local, national, and global. Students will be evaluated based on regular quizzes, several short papers, class participation, and a final synthetic paper or project. 

Level: Introductory. Prerequisites: None.  Class limit: 25. Lab fee: $10. Meets the following requirements: HS",TRUE,B21C,2021,C,Level: Introductory,Prerequisites: None,Climate change is one of the biggest and most difficult challenges faced by contemporary societies,TRUE,: 25,NA,NA,25
